lyrics
"Before I say another word Just know that my intentions were pure But you can't stand to be in silence All you can hear is your own voice Fueling delusion in you, and I'm just So sick of backing down that I might just spill it all And if I do you won't be coming back without a deep scar in your soul Are you not sick of playing games? Sick of giving blame? Sick of fucking living like the world has never given you a life-defining day? And I can't relate And I feel nothing for you I feel nothing for you And I feel It's too late, too late I've buried this and it's evident You won't change, won't change (I feel nothing) My mind is torn I hate it but I long to feel what I felt before But you just keep moving towards me What do I do? What do I say? Can you kindly just refrain What's here for me, why hide the truth? That I feel nothing for you I feel nothing for you And I feel It's too late, too late I've buried this and it's evident You won't change, won't change (I feel nothing for you) Broke away but you're starving for closure Seam together but you know that I know ya Know this is real, this is real It's too late, too late I've buried this and it's evident You won't change, won't change I feel It's too late, too late I've buried this and it's evident You won't change, won't change That I feel nothing for you I feel nothing for you And I feel"
"I'm not afraid Of the war you've come to wage against my sins I'm not okay But I can try my best to just pretend So will you wait me out Or will you drown me out? So will you wait me out Or will you drown me out? (I have to let you go) I can wait for you at the bottom I can stay away if you want me to I can wait for years if I gotta Heaven knows I ain't getting over you I know the pain That you hide behind the smile on your face And not a day Goes by where I don't think I feel the same So will you wait me out Or will you drown me out? So will you wait me out Or will you drown me out? I can wait for you at the bottom I can stay away if you want me to I can wait for years if I gotta Heaven knows I ain't getting over you We'll try again When we're not so different We will make amends 'Til then I'll just pretend Weigh down on me, stay 'til morning Way down, would you say I'm worthy? Weigh down on me, stay 'til morning Way down, would you say I'm worthy? I can wait for you at the bottom I can stay away if you want me to I can wait for years if I gotta Heaven knows I ain't getting over you We'll try again When we're not so different We will make amends 'Til then I'll just pretend Weigh down on me, stay 'til morning Way down, would you say I'm worthy? Weigh down on me, stay 'til morning Way down, would you say I'm worthy?"
"I've got a secret It's on the tip of my tongue, it's on the back of my lungs And I'm gonna keep it I know something you don't know It sits in silence, eats away at me It feeds like cancer, this guilt could fill a fucking sea Pulling teeth, wolves at my door Now falling and failing is all I know This disease is getting worse I counted my blessings, now I'll count this curse The only thing I really know, I can't sleep at night I'm buried and breathing in regret, yeah The only thing I really know, I can't sleep at night I'm buried and breathing in regret I've got a secret It's on the tip of my tongue, it's on the back of my lungs And I'm gonna keep it I know something you don't know I've got a secret It's on the tip of my tongue, it's on the back of my lungs And I'm gonna keep it I know something you don't know I may look happy, but honestly, dear The only way I'll really smile is if you cut me ear to ear I see the vultures, they watch me bleed They lick their lips, as all my shame spills out of me Repent, repent, the end is nigh Repent, repent, we're all gonna die Repent, repent, these secrets will kill us So get on your knees and pray for... Repent, repent, the end is nigh Repent, repent, we're all gonna die Repent, repent, these secrets will kill us So get on your knees and pray for forgiveness We all carry these things inside that no one else can see They hold us down like anchors, they drown us out at sea I look up to the sky, there may be nothing there to see But if I don't believe in him, why would he believe in me? Why would he believe in me? Why would he believe in me? Why would he believe in me? Why would he believe in me? I've got a secret It's on the tip of my tongue, it's on the back of my lungs And I'm gonna keep it I know something you don't know I've got a secret It's on the tip of my tongue, it's on the back of my lungs And I'm gonna keep it I know something you will never know You will never know I know something you don't know"
"I feel so extraordinary Something's got a hold on me I get this feeling I'm in motion A sudden sense of liberty I don't care 'cause I'm not there And I don't care if I'm here tomorrow Again and again, I've taken too much Of the things that cost you too much I used to think that the day would never come I'd see delight in the shade of the morning sun My morning sun is the drug that brings me near To the childhood I lost, replaced by fear I used to think that the day would never come That my life would depend on the morning sun When I was a very small boy Very small boys talked to me Now that we've grown up together They're afraid of what they see That's the price that we all pay And the value of destiny comes to nothing I can't tell you where we're going I guess there was just no way of knowing I used to think that the day would never come I'd see delight in the shade of the morning sun My morning sun is the drug that brings me near To the childhood I lost, replaced by fear I used to think that the day would never come That my life would depend on the morning sun I feel so extraordinary Something's got a hold on me I get this feeling I'm in motion A sudden sense of liberty The chances are we've gone too far You took my time and you took my money Now I fear you've left me standing In a world that's so demanding I used to think that the day would never come I'd see delight in the shade of the morning sun My morning sun is the drug that brings me near To the childhood I lost, replaced by fear I used to think that the day would never come That my life would depend on the morning sun"
"I feel your jaws start to wrap around my neck So disgusted with how I left I feel the anguish in my bones, watch them snap I turn to stone Try to ignore the pain I see the flesh around my heart rotted with hate This wooden home, it screams my name No grand design above the sky Skin is burning with the lie watch me embrace the void Im a waste, im a vermin, a piece of shit, hurting Doesn't matter if I stay I'm always just lurking The ghost between us, the floorboards and concrete It doesn't matter now when you don't amount to something To people that you thought just really cared But they leave you on the ground when you're choking, not coping And now you're embraced by the emptiness you never loved And you're watching as he consumes everything you came to trust Down the alleys where you grew up and you never understood What it means to just care, what it means to just stare With the blank eyes when someone's just falling To suicidal tendencies, they always get the best of me So tell me why you're never fucking calling Never checking on me until you need something to waste your time Just leave me the fuck alone Cus id rather be dead to you than something Yeah depression hits me up, says he loves who you are now I want nothing to do with you Invade my dreams and give me nothing, no I couldn't see you bluffing Find a lover, feel disgusted from you Feel my consciousness hit my stomach, weighs a ton it's dragging Me down I got nothing to give to you You took the best then left me stranded, filled with hate Then reprimanded Come tomorrow empty-handed from you So bury me out the back where I can't hear a thing I don't want to be something more than a dream But you know that's not fair how you're always in mine Always plaguing my thoughts waking up and your gone My friends say that it doesn't get better than this Is being tormented just some form of a bliss These glass walls that I construct just seem to crack And like a puppet I just always come back Yeah so it always turns this way when your friends turn fake And you don't have a lover to remember your name So you crumble at the fear when you don't know yourself Pills from a psychiatrist, yeah it sucks they couldn't help With the constant torment knowing that you never will belong With the piercing stares from family where they love to Prove you wrong Like what you do for work yeah your looking half alive Yeah I swear I have been on repeat since I nearly died Say you wanna understand but you can't, I never said I wanna Be alive long It feels like im not living in my body Like who am I to you, am I just a joke of someone that I used to be Use me, abuse me until you leave again, im sick of living like I want to kill myself"
"Cold chills, prison cells Locked in, bars of steel Leave my woman tonight Just ain't feeling right Oh my Lord, praise him be (Cold chills, prison cells) Set your poor people free (Locked in, bars of steel) Be merciful to our abusers (Leave my woman tonight) They don't know what they do (Just ain't feeling right) Think you done lost your senses (Oh my Lord, praise him be) What can you do when they (Set your poor people free) Ooh, you better collect your pieces (Be merciful to our abusers) Freedom, it waits out here (They don't know what they do) You don't have to go to prison (Oh my Lord, praise him be) What will it accomplish, you? (Set your poor people free) Ku Klux Klan, they're laughing (Be merciful to our abusers) Damning the thought of you (They don't know what they do) Condemning you to your suffering (Oh my Lord, praise him be) Is that what you really want? (Set your poor people free) Prison, it's all a prison (Be merciful to our abusers) Marking your time on walls (They don't know what they do) Think you better change your motto (Oh my Lord, praise him be) Wiping away the mourn (Set your poor people free) There in the bars, let's follow (Be merciful to our abusers) Tell me your days aren't done (They don't know what they do) Vengeance is mine, said the Lord"
"Скажи только честно Тебе нравится рассвет Только честно Веришь ты мне или нет Только честно Где лелеет бирюза Только честно Ведь я смотрю в твои глаза Только честно Тебе нравится рассвет Только честно Веришь ты мне или нет Только честно Где лелеет бирюза Только честно Ведь я смотрю в твои глаза Только честно Расскажи про свои сны Только честно Сперва подумай не спеши Только честно Сколько лет осталось жить Только честно Нам с тобою дальше плыть Только честно Что ты любишь Только честно Что ты купишь Только честно Что ты любишь Только честно Что ты купишь Только честно Что по твоему любовь Только честно Это выжимки из снов Только честно Я прошу ни капли лжи Только честно Мне на ухо расскажи Скажи только честно Тебе нравится рассвет Только честно Веришь ты мне или нет Только честно Где лелеет бирюза Только честно Ведь я смотрю в твои глаза Только честно Тебе нравится рассвет Только честно Веришь ты мне или нет Только честно Где лелеет бирюза Только честно Ведь я смотрю в твои глаза Я сразу заметил Как любишь взглядом провожать ты эти поезда Тогда я приметил Для нас с тобою плацкарт, там на верхней будем спать Красивое небо, запах сигарет, открыто окно Неважно куда мы уедем, главное верь, мы с тобою не в кино Тут не просто про любовь, тут немного о другом Если ты живёшь с мечтой, то беги за ней, не стой То что дорого тебе, пусть останется с тобой Жизнь имеет свои ямы, нужно думать головой Скажи только честно Тебе нравится рассвет Только честно Веришь ты мне или нет Только честно Где лелеет бирюза Только честно Ведь я смотрю в твои глаза Только честно Тебе нравится рассвет Только честно Веришь ты мне или нет Только честно Где лелеет бирюза Только честно Ведь я смотрю в твои глаза"
"Did you ever think of me As your best friend? Did I ever think of you? I'm not complaining I never tried to feel I never tried to feel this vibration I never tried to reach I never tried to reach your Eden Did I ever think of you As my enemy? And did you ever think of me? I'm complaining I never tried to feel I never tried to feel this vibration I never tried to reach I never tried to reach your Eden"
"A crown of thorns placed on His head He knew that He would soon be dead He said did you forget me Father did you? They nailed Him to a wooden cross Soon all the world would feel the loss Of Christ the King before His Hallelujah Hallelujah, hallelujah Hallelujah, hallelujah He hung His head and prepared to die Then lifted His face up to the sky Said I am coming home now Father to you A reed which held His final sip Was gently lifted to his lips He drank His last and gave His soul to glory Hallelujah, hallelujah Hallelujah, hallelujah"
"Broken bottles in the hotel lobby Seems to me like I'm just scared of never feeling it again I know it's crazy to believe in silly things But it's not that easy I remember it now, it takes me back to when it all first started But I've only got myself to blame for it, and I accept it now It's time to let it go, go out and start again But it's not that easy But I've got high hopes, it takes me back to when we started High hopes, when you let it go, go out and start again High hopes, when it all comes to an end But the world keeps spinning around And in my dreams, I meet the ghosts Of all the people who have come and gone Memories, they seem to show up so quick But they leave you far too soon Naïve I was just staring at the barrel of a gun And I do believe that, yeah But I've got high hopes, it takes me back to when we started High hopes, when you let it go, go out and start again High hopes, oh, when it all comes to an end Now the world keeps spinning Yeah, the world keeps spinning around Ohh! High hopes, it takes me back to when we started High hopes, when you let it go, go out and start again High hopes, oh yeah And the world keeps spinning Ooh, yeah, this world keeps spinning How this world keeps spinning around"
